ID_OSM,Tên đường,Loại đường,Bề mặt,Số làn,Độ cao trung bình (m),Ghi chú độ cao,One way,Tốc độ tối đa
way/606932447,Hẻm 352 Nguyễn Oanh,residential,,,,7 samples,,
way/606932448,Hẻm 86/5 Đường số 27,residential,,,,8 samples,,
way/606945711,Không tên,residential,asphalt,,,4 samples,,
way/606945714,Hẻm 350/28 Lê Đức Thọ,residential,,,,3 samples,,
way/606945715,Nguyễn Văn Lượng,tertiary,asphalt,1,,2 samples,yes,
way/606945716,Nguyễn Văn Lượng,tertiary,asphalt,1,,2 samples,yes,
way/606956364,Hẻm 1034 Quang Trung,residential,asphalt,,,5 samples,,
way/606956365,Hẻm 982 Quang Trung,residential,asphalt,,,4 samples,,
way/606970957,Hẻm 972 Quang Trung,residential,asphalt,,,5 samples,,
way/606970962,Hẻm 23 Đường số 21,residential,asphalt,,,8 samples,,
way/606970963,Hẻm 15 Đường số 21,residential,asphalt,,,4 samples,,
way/606970965,Hẻm 998/42/11 Quang Trung,residential,,,,4 samples,,
way/606970971,Hẻm 91 Đường số 21,residential,asphalt,,,4 samples,,
way/606970974,Hẻm 307/13 Đường Số 10,residential,,,,4 samples,,
way/606981582,Hẻm 920 Quang Trung,residential,,,,2 samples,,
way/606981583,Hẻm 908 Quang Trung,residential,asphalt,,,7 samples,,
way/606981584,Hẻm 872/12 Quang Trung,residential,,,,2 samples,,
way/606981585,Hẻm 22/4 Đường số 21,residential,,,,2 samples,,
way/606981586,Hẻm 22/21 Đường số 21,residential,,,,2 samples,,
way/606981587,Hẻm 22/9 Đường Số 21,residential,,,,2 samples,,
way/606981590,Hẻm 22/31 Đường số 21,residential,,,,5 samples,,
way/606981591,Hẻm 54/26 Đường số 21,residential,,,,3 samples,,
way/606981594,Hẻm 872/71 Quang Trung,residential,,,,6 samples,,
way/606981596,Hẻm 872/55 Quang Trung,residential,,,,2 samples,,
way/606981597,Hẻm 22/2 Đường số 21,residential,,,,2 samples,,
way/606987383,Hẻm 61/15 Đường số 19,residential,,,,2 samples,,
way/606987385,Hẻm 183/72 Nguyễn Văn Khối,residential,,,,2 samples,,
way/606987387,Hẻm 39 Đường số 19,residential,,,,6 samples,,
way/606987388,Hẻm 183/14 Nguyễn Văn Khối,residential,,,,2 samples,,
way/606987389,Hẻm 175 Nguyễn Văn Khối,residential,,,,2 samples,,
way/607187017,Hẻm 226/65 Nguyễn Văn Lượng,residential,,,,3 samples,,
way/607187018,Hẻm 226/17 Nguyễn Văn Lượng,residential,asphalt,,,11 samples,,
way/607187019,Hẻm 226/33 Nguyễn Văn Lượng,residential,concrete,,,5 samples,,
way/607187021,Hẻm 411/58 Lê Đức Thọ,residential,,,,14 samples,,
way/607187023,Hẻm 411 Lê Đức Thọ,residential,,,,7 samples,,
way/607187024,Hẻm 467/125 Lê Đức Thọ,residential,asphalt,,,4 samples,,
way/607190389,Hẻm 463/85 Lê Đức Thọ,residential,,,,3 samples,,
way/607190390,Hẻm 274/5 Nguyễn Văn Lượng,residential,,,,5 samples,,
way/607190391,Hẻm 79 Lê Hoàng Phái,residential,asphalt,,,11 samples,,
way/607190392,Hẻm 274/39 Nguyễn Văn Lượng,residential,,,,6 samples,,
way/607190395,Không tên,residential,asphalt,,,3 samples,,
way/607190396,Hẻm 411/93 Lê Đức Thọ,residential,,,,7 samples,,
way/607190397,Hẻm 296/26 Nguyễn Văn Lượng,residential,,,,5 samples,,
way/607190398,Hẻm 125/12 Lê Hoàng Phái,residential,,,,2 samples,,
way/607190403,Hẻm 433/38 Lê Đức Thọ,residential,,,,2 samples,,
way/607190407,Hẻm 350/38 Nguyễn Văn Lượng,residential,,,,5 samples,,
way/607190411,Hẻm 350/56 Nguyễn Văn Lượng,residential,,,,8 samples,,
way/607190414,Hẻm 226/50 Nguyễn Văn Lượng,residential,,,,2 samples,,
way/607190416,Hẻm 226/14 Nguyễn Văn Lượng,residential,,,,4 samples,,
way/607190417,Hẻm 125 Lê Hoàng Phái,residential,asphalt,,,4 samples,,
way/607190419,Hẻm 274/87 Nguyễn Văn Lượng,residential,,,,4 samples,,
way/607190496,Hẻm 70/18 Lê Văn Thọ,residential,,,,3 samples,,
way/607190497,Hẻm 153 Lê Văn Thọ,residential,asphalt,,,8 samples,,
way/607190498,Không tên,residential,,,,2 samples,,
way/607190499,Hẻm 119 Đường Số 11,residential,,,,3 samples,,
way/607190500,Hẻm 143 Đường Số 11,residential,,,,11 samples,,
way/607190501,Hẻm 153/34 Lê Văn Thọ,residential,,,,3 samples,,
way/607190503,Hẻm 65 Đường số 18,residential,asphalt,,,2 samples,,
way/607190504,Hẻm 102/19 Lê Văn Thọ,residential,,,,2 samples,,
way/607190507,Không tên,residential,asphalt,,,4 samples,,
way/607190508,Hẻm 40 Đường số 19,residential,,,,2 samples,,
way/607190509,Hẻm 71 Lê Văn Thọ,residential,asphalt,,,2 samples,,
way/607190510,Hẻm 38 Đường số 18,residential,,,,4 samples,,
way/607190511,Hẻm 101 Lê Văn Thọ,residential,asphalt,,,2 samples,,
way/607190512,Hẻm 103 Đường số 18,residential,asphalt,,,4 samples,,
way/607190514,Hẻm 156 Lê Văn Thọ,residential,asphalt,,,7 samples,,
way/607193521,Hẻm 350 Nguyễn Văn Lượng,residential,asphalt,,,13 samples,,
way/607193735,Hẻm 102/166 Lê Văn Thọ,residential,,,,2 samples,,
way/607193736,Hẻm 656/74 Quang Trung,residential,,,,2 samples,,
way/607193740,Hẻm 89 Đường số 8,residential,concrete,,,2 samples,,
way/607193741,Hẻm 656/88 Quang Trung,residential,,,,3 samples,,
way/607193742,Không tên,residential,concrete,,,2 samples,,
way/607193744,Hẻm 5 Nguyễn Văn Khối,residential,asphalt,,,10 samples,,
way/607193745,Hẻm 29 Nguyễn Văn Khối,residential,asphalt,,,7 samples,,
way/607193749,Hẻm 83 Nguyễn Văn Khối,residential,concrete,1,,2 samples,,
way/607193750,Hẻm 107/49 Nguyễn Văn Khối,residential,,,,4 samples,,
way/607194225,Hẻm 26 Đường số 21,residential,asphalt,2,,2 samples,,
way/607195723,Hẻm 118 Lê Văn Thọ,residential,concrete,,,9 samples,,
way/607195727,Hẻm 187 Lê Văn Thọ,residential,asphalt,,,2 samples,,
way/607195732,Hẻm 153/31/2 Lê Văn Thọ,residential,,,,3 samples,,
way/607195734,Hẻm 153/48/16 Đường số 19,residential,,,,2 samples,,
way/607199335,Hẻm 317/26 Thống Nhất,residential,,,,4 samples,,
way/607199339,Hẻm 373 Thống Nhất,residential,asphalt,2,,6 samples,,
way/607199342,Hẻm 317/25 Thống Nhất,residential,,,,3 samples,,
way/607199346,Hẻm 115 Đường số 8,residential,asphalt,,,3 samples,,
way/607199350,Hẻm 126 Đường số 8,residential,concrete,,,2 samples,,
way/607199352,Hẻm 132 Đường số 8,residential,asphalt,,,8 samples,,
way/607199354,Hẻm 146/20 Đường số 8,residential,,,,2 samples,,
way/607199365,Hẻm 160 Đường số 8,residential,asphalt,,,3 samples,,
way/607211639,Hẻm 350/1 Nguyễn Văn Lượng,residential,,,,6 samples,,
way/607211646,Hẻm 276/2 Thống Nhất,residential,,,,3 samples,,
way/607214222,Không tên,residential,concrete,,,3 samples,,
way/607214223,Hẻm 411/29 Lê Đức Thọ,residential,,,,4 samples,,
way/607214224,Hẻm 274/24/13 Nguyễn Văn Lượng,residential,,,,3 samples,,
way/607216395,Hẻm 102/93 Lê Văn Thọ,residential,,,,2 samples,,
way/607914720,Hẻm 146 Đường số 8,residential,asphalt,,,5 samples,,
way/607914721,Hẻm 379 Thống Nhất,residential,asphalt,1,,4 samples,,
way/608263174,Hẻm 252/60 Phạm Văn Chiêu,residential,,,,2 samples,,
way/608263177,Hẻm 252/64 Phạm Văn Chiêu,residential,,,,7 samples,,
way/608263179,Hẻm 95/12 Đường số 3,residential,,,,2 samples,,
way/608263182,Hẻm 80 Đường số 3,residential,concrete,,,9 samples,,
way/608263224,Không tên,residential,,,,6 samples,,
way/608263231,Hẻm 380/81/5 Phạm Văn Chiêu,residential,,,,2 samples,,
way/608263233,Hẻm 380/81/19 Phạm Văn Chiêu,residential,,,,2 samples,,
way/608263236,Hẻm 220 Nguyễn Văn Khối,residential,asphalt,2,,9 samples,no,
way/608263239,Hẻm 385/95 Lê Văn Thọ,residential,,,,2 samples,,
way/608263241,Hẻm 385/83 Lê Văn Thọ,residential,,,,3 samples,,
way/608263244,Hẻm 100/93 Đường số 3,residential,asphalt,,,3 samples,,
way/608267360,Hẻm 385/68 Lê Văn Thọ,residential,,,,2 samples,,
way/608267361,Hẻm 385/56 Lê Văn Thọ,residential,,,,2 samples,,
way/608267362,Hẻm 385/40 Lê Văn Thọ,residential,,,,2 samples,,
way/608267363,Hẻm 385/26 Lê Văn Thọ,residential,,,,2 samples,,
way/608267364,Hẻm 347/54 Lê Văn Thọ,residential,,,,2 samples,,
way/608267365,Hẻm 80/62 Đường số 3,residential,,,,2 samples,,
way/608267366,Hẻm 80/56 Đường số 3,residential,,,,2 samples,,
way/608381802,Hẻm 212 Đường số 9,residential,asphalt,,,2 samples,,
way/608381803,Hẻm 232 Đường số 9,residential,asphalt,,,5 samples,,
way/608381804,Hẻm 132 Đường số 9,residential,asphalt,,,9 samples,,
way/608381805,Hẻm 130/5 Đường số 9,residential,,,,5 samples,,
way/608381806,Hẻm 220/92 Đường số 10,residential,concrete,,,3 samples,,
way/608381807,Hẻm 88 Đường số 9,residential,asphalt,,,2 samples,,
way/608381808,Hẻm 50/11 Đường số 9,residential,,,,2 samples,,
way/608381809,Hẻm 50/29 Đường số 9,residential,,,,2 samples,,
way/608381810,Hẻm 14 Đường số 9,residential,asphalt,,,3 samples,,
way/608381811,Hẻm 20/13 Đường số 9,residential,,,,3 samples,,
way/608381812,Hẻm 14/7 Đường số 9,residential,,,,2 samples,,
way/608381813,Hẻm 279 Lê Văn Thọ,residential,,,,5 samples,,
way/608381817,Hẻm 220/116 Đường số 10,residential,concrete,,,5 samples,,
way/608381822,Hẻm 1050 Quang Trung,residential,asphalt,,,9 samples,,
way/608381828,Hẻm 41 Đường số 3,residential,,,,6 samples,,
way/608381832,Hẻm 350/30 Nguyễn Văn Khối,residential,,,,4 samples,,
way/608381834,Hẻm 350/30 Nguyễn Văn Khối,residential,,,,2 samples,,
way/608381835,Hẻm 53 Đường số 3,residential,,,,3 samples,,
way/608381836,Hẻm 67 Đường số 3,residential,,,,3 samples,,
way/608381837,Hẻm 141 Đường số 9,residential,asphalt,,,4 samples,,
way/608381838,Hẻm 290 Nguyễn Văn Khối,residential,,,,3 samples,,
way/608381839,Hẻm 248/35 Đường số 10,residential,,,,5 samples,,
way/608381842,Hẻm 125/17 Đường số 9,residential,,,,4 samples,,
way/608381843,Hẻm 125/20 Đường số 9,residential,,,,2 samples,,
way/608381845,Hẻm 248/19 Nguyễn Văn Khối,residential,,,,3 samples,,
way/608381846,Hẻm 248/10 Đường số 10,residential,,,,2 samples,,
way/608381847,Hẻm 220/21 Nguyễn Văn Khối,residential,asphalt,,,2 samples,,
way/608381848,Hẻm 220/21 Đường số 10,residential,,,,3 samples,,
way/608381849,Hẻm 71 Đường số 9,residential,asphalt,,,2 samples,,
way/608381850,Hẻm 220/48 Nguyễn Văn Khối,residential,,,,3 samples,,
way/608381851,Hẻm 220/36 Nguyễn Văn Khối,residential,asphalt,1,,5 samples,,
way/608381852,Hẻm 220/20 Nguyễn Văn Khối,residential,concrete,1,,4 samples,,
way/608381854,Hẻm 220/28 Nguyễn Văn Khối,residential,concrete,,,2 samples,,
way/608381859,Không tên,residential,,,,4 samples,,
way/608381860,Hẻm 162 Đường số 10,residential,,,,2 samples,,
way/608381862,Hẻm 152/2 Nguyễn Văn Khối,residential,,,,3 samples,,
way/608381863,Hẻm 108/2 Nguyễn Văn Khối,residential,,,,5 samples,,
way/608571297,Lê Đức Thọ,tertiary,asphalt,2,,3 samples,,
way/608571350,Lê Đức Thọ,secondary,asphalt,3,,5 samples,yes,
way/609091168,Lê Đức Thọ,secondary,asphalt,3,,4 samples,yes,
way/609091181,Hẻm 1261/15 Lê Đức Thọ,residential,,,,6 samples,,
way/609091183,Hẻm 1331/3 Lê Đức Thọ,residential,,,,4 samples,,
way/609091197,Hẻm 1261 Lê Đức Thọ,residential,,,,14 samples,,
way/609096954,Hẻm 1416/31 Lê Đức Thọ,residential,,,,11 samples,,
way/609096959,Lê Đức Thọ,residential,,,,4 samples,,
way/609097981,Hẻm 354/41 Phan Văn Trị,residential,,,,5 samples,,
way/609374117,Hẻm 354/1 Phan Văn Trị,residential,,,,7 samples,,
way/609374118,Hẻm 354/29 Phan Văn Trị,residential,,,,3 samples,,
way/609374119,Hẻm 354/29/6 Phan Văn Trị,residential,,,,2 samples,,
way/610674732,Hẻm 1/13 Nguyễn Thái Sơn,residential,,,,2 samples,,
way/610674733,Hẻm 1/23 Nguyễn Thái Sơn,residential,,,,2 samples,,
way/611041161,Hẻm 2/8 Nguyễn Văn Công,residential,,,,2 samples,,
way/611479688,Hẻm 155 Nguyễn Thái Sơn,residential,,,,11 samples,,
way/611479689,Hẻm 155/29 Nguyễn Thái Sơn,residential,,,,4 samples,,
way/611479690,Hẻm 155/20 Nguyễn Thái Sơn,residential,,,,4 samples,,
way/611479691,Hẻm 155/20 Nguyễn Thái Sơn,residential,,,,4 samples,,
way/611479710,Hẻm 324 Nguyễn Thái Sơn,residential,,,,2 samples,,
way/611479711,Hẻm 306 Nguyễn Thái Sơn,residential,,,,3 samples,,
way/611479712,Hẻm 306/1 Nguyễn Thái Sơn,residential,,,,2 samples,,
way/611479713,Hẻm 346 Nguyễn Thái Sơn,residential,,,,3 samples,,
way/611479720,Hẻm 300/21 Nguyễn Thái Sơn,residential,,,,7 samples,,
way/611479723,Hẻm 300/41 Nguyễn Thái Sơn,residential,,,,2 samples,,
way/611479724,Hẻm 300/41 Nguyễn Thái Sơn,residential,,,,4 samples,,
way/611834977,Hẻm 189 đường số 20,residential,asphalt,,,4 samples,,
way/611834978,Hẻm 193/14 Đường số 20,residential,,,,3 samples,,
way/611834979,Hẻm 193 Đường số 20,residential,asphalt,,,9 samples,,
way/611834981,Hẻm 193/6 Đường số 20,residential,,,,2 samples,,
way/611834982,Hẻm 416/43 Đường Dương Quảng Hàm,residential,,,,3 samples,,
way/611834983,Hẻm 416/39 Dương Quảng Hàm,residential,,,,2 samples,,
way/611834984,Hẻm 416/15/21 Dương Quảng Hàm,residential,,,,2 samples,,
way/611834985,Hẻm 173 Đường số 20,residential,asphalt,,,2 samples,,
way/611834986,Hẻm 153 Đường số 20,residential,asphalt,,,2 samples,,
way/611834987,Hẻm 416/26 Dương Quảng Hàm,residential,,,,2 samples,,
way/611834988,Hẻm 123/2 Đường số 20,residential,,,,3 samples,,
way/611834989,Hẻm 126 Đường số 20,residential,concrete,,,3 samples,,
way/611834990,Hẻm 112/21 Đường số 20,residential,,,,2 samples,,
way/611834991,Hẻm 138/25 Đường số 20,residential,,,,4 samples,,
way/611834992,Hẻm 138/25 Đường số 20,residential,,,,2 samples,,
way/611834993,Hẻm 88 Đường số 20,residential,asphalt,,,4 samples,,
way/611834994,Hẻm 145 Trần Bá Giao,residential,asphalt,,,7 samples,,
way/611834995,Hẻm 364/10 Dương Quảng Hàm,residential,,,,4 samples,,
way/611834997,Hẻm 364/21 Dương Quảng Hàm,residential,,,,2 samples,,
way/611834998,Hẻm 145/26 Trần Bá Giao,residential,,,,2 samples,,
way/611834999,Hẻm 364/45/21 Dương Quảng Hàm,residential,,,,3 samples,,
way/611835000,Hẻm 157 Trần Bá Giao,residential,asphalt,,,3 samples,,
way/611835001,Hẻm 156 Trần Bá Giao,residential,unpaved,,,2 samples,,
way/611835003,Hẻm 206/12 Đường số 20,residential,,,,2 samples,,
way/611835004,Hẻm 364/51 Dương Quảng Hàm,residential,,,,2 samples,,
way/611835005,Hẻm 134 Trần Bá Giao,residential,unpaved,,,2 samples,,
way/611835006,Hẻm 116 Trần Bá Giao,residential,asphalt,,,2 samples,,
way/611835007,Hẻm 90 Trần Bá Giao,residential,,,,2 samples,,
way/611835008,Hẻm 145/39 Trần Bá Giao,residential,,,,3 samples,,
way/611835009,Hẻm 145/69 Trần Bá Giao,residential,,,,3 samples,,
way/611835010,Hẻm 310/15 Dương Quảng Hàm,residential,,,,7 samples,,
way/611835011,Hẻm 17 Đường số 14,residential,concrete,,,2 samples,,
way/611835012,Hẻm 310/14 Dương Quảng Hàm,residential,concrete,,,2 samples,,
way/611835013,Hẻm 24 Đường số 14,residential,,,,7 samples,,
way/611835026,Hẻm 335 Nguyễn Thái Sơn,residential,concrete,,,5 samples,,
way/611835028,Hẻm 566/20 Nguyễn Thái Sơn,residential,,,,14 samples,,
way/611835030,Hẻm 566/8 Nguyễn Thái Sơn,residential,,,,5 samples,,
way/611835032,Hẻm 554 Nguyễn Thái Sơn,residential,concrete,1,,3 samples,,
way/611835033,Hẻm 546 Nguyễn Thái Sơn,residential,asphalt,1,,8 samples,,
way/611835034,Hẻm 542 Nguyễn Thái Sơn,residential,,,,4 samples,,
way/611835035,Hẻm 542/23 Nguyễn Thái Sơn,residential,,,,2 samples,,
way/611835037,Hẻm 542/28 Nguyễn Thái Sơn,residential,,,,2 samples,,
way/611835038,Hẻm 170/3 Dương Quảng Hàm,residential,,,,4 samples,,
way/611835046,Hẻm 254/19 Dương Quảng Hàm,residential,,,,2 samples,,
way/611835047,Hẻm 256/10 Dương Quảng Hàm,residential,,,,2 samples,,
way/611852674,Hẻm 256/10 Dương Quảng Hàm,residential,,,,4 samples,,
way/611852675,Hẻm 256/19 Dương Quảng Hàm,residential,,,,4 samples,,
way/611852676,Hẻm 256 Dương Quảng Hàm,residential,asphalt,,,10 samples,,
way/611852677,Hẻm 256/41 Dương Quảng Hàm,residential,,,,4 samples,,
way/611852678,Hẻm 256/19 Dương Quảng Hàm,residential,,,,4 samples,,
way/611852679,Hẻm 256/21 Dương Quảng Hàm,residential,,,,2 samples,,
way/611852681,Hẻm 256/1 Dương Quảng Hàm,residential,,,,2 samples,,
way/611852682,Hẻm 566/29 Nguyễn Thái Sơn,residential,,,,2 samples,,
way/611852683,Hẻm 566/29 Nguyễn Thái Sơn,residential,,,,8 samples,,
way/611852686,Hẻm 122 Dương Quảng Hàm,residential,,,,8 samples,,
way/611852687,Hẻm 122/23 Dương Quảng Hàm,residential,,,,2 samples,,
way/611852688,Hẻm 134 Dương Quảng Hàm,residential,,,,4 samples,,
way/611852690,Hẻm 122/9 Dương Quảng Hàm,residential,,,,3 samples,,
way/611852691,Hẻm 116/57 Dương Quảng Hàm,residential,,,,3 samples,,
way/611852692,Hẻm 116/56 Dương Quảng Hàm,residential,,,,3 samples,,
way/611852693,Hẻm 116/64 Dương Quảng Hàm,residential,,,,3 samples,,
way/611852694,Hẻm 116/2 Dương Quảng Hàm,residential,,,,2 samples,,
way/611852695,Hẻm 114/25 Dương Quảng Hàm,residential,,,,2 samples,,
way/611852697,Hẻm 114 Dương Quảng Hàm,residential,,,,9 samples,,
way/611852698,Hẻm 566/105 Nguyễn Thái Sơn,residential,,,,4 samples,,
way/611852699,Hẻm 566/105 Nguyễn Thái Sơn,residential,,,,2 samples,,
way/611852700,Hẻm 566/137 Nguyễn Thái Sơn,residential,,,,2 samples,,
way/611852701,Hẻm 566/155 Nguyễn Thái Sơn,residential,,,,2 samples,,
way/611852702,Hẻm 566/155 Nguyễn Thái Sơn,residential,,,,7 samples,,
way/611852704,Hẻm 566/229 Nguyễn Thái Sơn,residential,,,,2 samples,,
way/611852705,Hẻm 566/80 Nguyễn Thái Sơn,residential,,,,8 samples,,
way/611852706,Hẻm 566/80 Nguyễn Thái Sơn,residential,,,,3 samples,,
way/611852709,Hẻm 566/94 Nguyễn Thái Sơn,residential,,,,6 samples,,
way/611852710,Hẻm 80/113 Dương Quảng Hàm,residential,,,,4 samples,,
way/611852712,Hẻm 80/59 Dương Quảng Hàm,residential,,,,13 samples,,
way/611852714,Hẻm 80/17/39 Dương Quảng Hàm,residential,,,,3 samples,,
way/611852715,Hẻm 80/17/156 Dương Quảng Hàm,residential,,,,2 samples,,
way/611852717,Hẻm 50 Dương Quảng Hàm,residential,,,,4 samples,,
way/611852722,Hẻm 80/66/136 Dương Quảng Hàm,residential,,,,2 samples,,
